Nombre;Tipo;RUC;Zona;Direccion;Distrito;Telefono;Lat;Lng
POLICLINICO PEDIATRICO DEL NORTE;CLINICA_GENERAL;20529534567;CAJAMARCA;JR. LOS SAUCES N° 343 URB. LOS ROSALES;Cajamarca;076-361020;-7.147253099745099;-78.51403877366035
POLICLINICO SAN ANTONIO;CLINICA_GENERAL;20495733328;CAJAMARCA;AV. VIA DE EVITAMIENTO NORTE N° 716;Cajamarca;076-342066;-7.14621501762775;-78.51935730489492
POLICLINICO SAN MARCOS - JAEN;CLINICA_GENERAL;20479661678;CAJAMARCA;HUAMANTANGA N° 1114 JAEN;Jaen;076-433687;-5.706348767651071;-78.80591139509833
POLICLINICO SANTA MARIA MAGDALENA;CLINICA_GENERAL;20494436761;AYACUCHO;Jr. Bellido Nº 275 - Huamanga Ayacucho;Ayacucho;(066)32-7498;-13.158017217041959;-74.2263660165391
RO SERVICIOS MEDICOS (CENTRO MEDICO NEILL M. RO;CLINICA_GENERAL;20392331850;AMAZONAS;JR AYACUCHO NRO.1260 - CHACHAPOYAS;Amazonas;041-477327;-6.228846310521509;-77.87445224112285
SAN FRANCISCO DE ASIS;CLINICA_GENERAL;20171689245;CAJAMARCA;Jr. Miguel Grau N° 851, distrito Cajamarca, provincia Cajamarca, departamento C;Cajamarca;076-362050;-7.1571225883560095;-78.50891478886214
SAN JOSE;CLINICA_GENERAL;20450531058;CUSCO;Av. Los Incas N° 1408;Cusco;084 - 243367;-13.525223799626065;-71.95564259102393
SANNA - Centro Clínico Cajamarca;CLINICA_GENERAL;20507264108;CAJAMARCA;Los Cedros 214 Urb. El ingenio;Cajamarca;076-368473;-7.148307809108771;-78.51478004905883
SANNA - Centro Clínico Talara;CLINICA_GENERAL;20507264108;PIURA;Av. Francisco Bolognesi 167 Urb. Barrio Particular, Distrito Pariñas;Talara;943613655;-4.575007937445845;-81.26826412761322
SANTA BEATRIZ SERVICIOS MEDICOS;CLINICA_GENERAL;20526109661;PIURA;Av. Grau A N° 100 Conjunto Habitacional, Pariñas;Talara;(073) 382418;-9.070611179989964;-78.58988760304388
SANTA MARIA DE CHIMBOTE;CLINICA_GENERAL;20531842279;ANCASH;ELIAS AGUIRRE 761 - BOLIVAR BAJO CHIMBOTE;Chimbote;043-325073;-9.070611179989964;-78.58988760304388
SERVICIOS DE SALUD LOS FRESNOS;CLINICA_GENERAL;20453503047;CAJAMARCA;Jr. Los Nogales N° 179, Urb. El Ingenio Cajamarca;Cajamarca;(076) 256976;-7.1479552727842215;-78.5136914398145
SERVICIOS MEDICOS CLINICA SANTA ANITA;CLINICA_GENERAL;20170245823;LORETO;Jr. Bolognesi N° 1223 Iquitos;Iquitos;(065) 26-6003;-3.756635007492634;-73.25275152025351
AUNA - SERVIMEDICOS;CLINICA_GENERAL;20394674371;LAMBAYEQUE;Cl. Manuel Maria Izaga N° 621 Chiclayo;Chiclayo;(074) 22-1945,(074) 22-1585;-6.772935444542376;-79.838438664414
TRINIDAD Y ESPECIALIDADES MEDICAS;CLINICA_GENERAL;20494088208;SAN MARTIN;PSJE. LAS MESETAS #112 tarapoto;Tarapoto;042-341329;-6.474455369030574;-76.37022811229845
MULTISERVICIOS ESTABRIDIS;CLINICA_GENERAL;20568349408;JUNIN;Jirón Colonos Fundadores N° 368;Satipo;064-545197;-11.253313196944063;-74.63605008715967
POLICLINICO CARRION (CENTRO MEDICO DANIEL ALCID;CLINICA_GENERAL;20498299653;AREQUIPA;Cl. Clorinda Matto de Turner 116, Pablo VI;Arequipa;(054) 20-6171;-16.416150296383996;-71.53291966629376
ASOCIACION CIVIL SELVA AMAZONICA;CLINICA_GENERAL;20493179480;LORETO;Calle Urbanización Jardín Cuadra 4 Fanning N° 27;Iquitos;(065) 236277;-3.7277386141016344;-73.25311710252856
CLINICA SAN PABLO - AREQUIPA;CLINICA_GENERAL;20601725551;AREQUIPA;Urbanización Teresa de Jesus Mz K Lote 9 distrito Cerro Colorado;Arequipa;054-410100;-16.386444953285235;-71.55624871043233
CLINICA LA LUZ TACNA;CLINICA_GENERAL;20601756901;TACNA;AVENIDA MANUAL A. ODRIA 702;Tacna;052-638720;-18.02254566612695;-70.258322610459
SERVICIOS MEDICOS INTEGRALES FAMISALUD;CLINICA_GENERAL;20508181796;ICA;CALLE AYACUCHO NÚMERO 270;Pisco;(056) 53-4281;-13.708650998352864;-76.20014710120375
SERVICIOS MEDICOS INTEGRALES FAMISALUD;CLINICA_GENERAL;20508181796;ICA;CALLE 28 DE JULIO N° 397 DISTRITO CHINCHA ALTA;Chincha;(056)504443;-13.4081393357149;-76.13142300248681
CLINICA SANTA EMILIA - MEDGASTRO;CLINICA_GENERAL;20526181850;PIURA;CALLE SAN MIGUEL NÚMERO 225 MANZANA D LOTE 18 URBANIZACIÓN SANTA IS;Piura;(073) 524087;-5.183870470868379;-80.6303661448448
CLINICA WISAR SALUD;CLINICA_GENERAL;20603118139;LORETO;PASAJE SAN LORENZO N° 288 SAN JUAN BAUTISTA;Iquitos;(065) 227700;-3.7648687807029795;-73.27209790062551
CLINICA REGIONAL;CLINICA_GENERAL;20600965906;ICA;Av. Camino a la Huacachina piso 2;Ica;(056) 611993;-14.0759880863027;-75.74354210254774
OXIGEN MEDICAL NETWORK E.I.R.L.;CLINICA_GENERAL;20490226975;CUSCO;Calle Puputi 148 Cusco;Cusco;084-221213;-13.519048652820299;-71.96736478479399
AUNA - CLINICA AUNA CHICLAYO;CLINICA_GENERAL;20546292658;LAMBAYEQUE;Calle Mariscal Nieto N° 480 Urbanización Campodónico;Chiclayo;(074) 749 333;-6.774336599581;-79.83022451271512
CORPOMEDIC;CLINICA_GENERAL;20531457529;SAN MARTIN;JIRÓN NICOLÁS DE PIÉROLA 162;Tarapoto;042-525959;-6.484396955272138;-76.36389483877356
CM VITALUZ;CLINICA_GENERAL;20481703744;TUMBES;JIRÓN JAEN NÚMERO 211;Tumbes;961844386;-3.572163932219239;-80.45420897608695
CLINICA BELLO HORIZONTE;CLINICA_GENERAL;20526575394;PIURA;AVENIDA DIAMANTE MANZANA E LOTE D2 URBANIZACIÓN ZONA INDUSTRIAL 2 D;Piura;(073)596034;-5.180229719893208;-80.6491491294896
SERVICIOS MEDICOS VIRGEN DE LAS MERCEDES;CLINICA_GENERAL;20494057663;SAN MARTIN;IRÓN MIGUEL GRAU NÚMERO 1231;Tarapoto;42520822;-6.479385458779189;-76.36662928162842
POLICLINICO JIREH;CLINICA_GENERAL;20605981934;ANCASH;AVENIDA SAN ANTONIO MANZANA A LOTE 04,05 y 21;Santa;043-416733;-16.384928217064175;-71.53892400804612
POLICLINICO MISTI;CLINICA_GENERAL;20608417461;AREQUIPA;CALLE MISTI NÚMERO 604 PISO 1 INTERIOR 2;Arequipa;54628744;-16.384928217064175;-71.53892400804612
EBENEZER;CLINICA_GENERAL;20606174927;CAJAMARCA;CALLE GARCILAZO DE LA VEGA NÚMERO 431;Jaen;076-601472;-5.706147389251556;-78.80565459693163
CLÍNICA ESPECIALIZADA MIRANDA;CLINICA_GENERAL;20603988567;JUNIN;JIRÓN PARRA DEL RIEGO NÚMERO 701 PISO 1 DISTRITO EL TAMBO;Huancayo;064-601854;-12.061246260190305;-75.2165644313386
ASOCIADOS EN SALUD S.A.C. - CHICLAYO SALUD;CLINICA_GENERAL;20601074436;LAMBAYEQUE;AVENIDA Juan Tomis Stack NÚMERO S/N;Chiclayo;959 121 844;-6.773883385402514;-79.86191252945376
CLINICA HERNANI - NUEVA SALUD;CLINICA_GENERAL;20608647709;ICA;AVENIDA FATIMA NÚMERO 136 DISTRITO CHINCHA ALTA;Chincha;998938530;-13.421733076518535;-76.13084510248888
ALNE - POLICLINICO SANTA ANA;CLINICA_GENERAL;20606492724;JUNIN;AVENIDA PACHECO NÚMERO 247;Tarma;956150552;-11.42371283711965;-75.69179728531753
CLINICA SR. DE TORRECHAYOC E.I.R.L.;CLINICA_GENERAL;20603400683;CUSCO;IRÓN 25 DE JULIO MANZANA B LOTE 15 DISTRITO SANTA ANA;La Convención;984596477;-12.858426465214173;-72.69714030064533
CHENET CLINICA ESPECIALIZADA - INVERSIONES M & M;CLINICA_GENERAL;20569033641;JUNIN;CALLE REAL NÚMERO 612 DISTRITO EL TAMBO;Huancayo;064-399014;-12.05996993529988;-75.21518363871544
EPSS DEL PILAR;CLINICA_GENERAL;20602477925;AYACUCHO;MZA. C LOTE. 15 URB. MARISCAL CACERES;Ayacucho;066-286690;-13.150810998201164;-74.22567090617319
CLINICA RODRIGUEZ Y ESPECIALISTAS - CENTRO NEUR;CLINICA_GENERAL;20603727721;SAN MARTIN;JIRÓN BRASIL NÚMERO 262;Tarapoto;042-544680;-6.4802956134723075;-76.37305042768784
CLINICA ALIVIRI - INSTITUTO DE ESPECIALIDADES MEDI;CLINICA_GENERAL;20600633369;AREQUIPA;CALLE LEÓN VELARDE N° 406 YANAHUARA;Arequipa;054-276764;-16.38395270250619;-71.53976811044875
HOGAR CLINICA SAN JUAN DE DIOS CHICLAYO;CLINICA_GENERAL;20437310841;LAMBAYEQUE;NRO. 10 CAS. PIMENTEL;Chiclayo;074-452856;-6.824229535875451;-79.91853003188679
HOGAR CLINICA SAN JUAN DE DIOS CUSCO;CLINICA_GENERAL;20443331396;CUSCO;AVENIDA MANZANARES N°264 URBANIZACION MANUEL PRADO;Cusco;84231340;-13.521846485609856;-71.95250394167238
CENTRO ESPECIALIZADO EMASALUD;CLINICA_GENERAL;20607709221;LORETO;CALLE AMAZONAS MANZANA C LOTE 32 DISTRITO PUNCHANA PROVINCIA MAYN;Iquitos;980711343;-3.725410162798144;-73.24933401926079
JOMA CORPORACION MEDICA S.R.L.;CLINICA_GENERAL;20610118705;SAN MARTIN;JIRÓN ALONSO DE ALVARADO NÚMERO 682 DISTRITO MOYOBAMBA;Moyobamba;947742657;-6.031704130689083;-76.97179468474678
CLINICA VIRGEN DE GUADALUPE - TM CORPORACION G;CLINICA_GENERAL;20542401711;HUANUCO;AV. UCAYALI N°231 TINGO MARIA;Tingo María;062-561372;-9.301102120021106;-75.99991961839905
GOLD STUDIO LAB;CLINICA_GENERAL;20606904135;CUSCO;CALLE OSWALDO BACA MANZANA J LOTE 8 DISTRITO CUSCO;Cusco;954170720;-4.682100832186138;-79.81551055651524
ASOCIACION ORDEN HOSPITALARIA HOGAR CLINICA SA;CLINICA_GENERAL;20441204451;PIURA;CALLE SAN CRISTOBAL 104 URB SANTA ISABEL;Piura;073-310874;-4.682100832186138;-79.81551055651524
CENTRO DE REPOSO SAN JUAN DE DIOS (CREMPT)-PIU;CLINICA_GENERAL;20141748344;PIURA;AVENIDA CAYETANO HEREDIA N° 210 DISTRITO CASTILLA;Piura;073-343592;-5.1965395815841555;-80.61988055459483
CLINICA MEDICA SAN MARTIN;CLINICA_GENERAL;20452379661;ICA;AV SAN MARTIN N° 598, URB. LA MORALES;Ica;056-237734;-14.069098759995855;-75.72901166572372
SAN CRISTOBAL - CENTRO MEDICO NAPOLEON II;CLINICA_GENERAL;20535173746;ICA;CALLE LIMA NUMERO 300 DISTRITO NAZCA PROVINCIA NAZCA DEPARTAMENTO I;Nazca;972794255;-14.828823313430124;-74.93919106814003
CLINICA ZARATE;CLINICA_GENERAL;20602914501;JUNIN;AVENIDA REPUBLICA DE URUGUAY NÚMERO 533 PISO 1;Huancayo;954418252;-12.060200619518964;-75.20503651969237
CLINICA NTRA.SRA.DE LAS MERCEDES  - CLINICA VERA;CLINICA_GENERAL;20115485475;ANCASH;PROLONGACIÓN AV. CENTENARIO Nº 502;Huaraz;951217175;-9.509293383477617;-77.53145032782744
INSTITUTO MEDICO ESPECIALIZADO UROGINEC;CLINICA_GENERAL;20531856229;ANCASH;JR. SAENZ PEÑA 173;Chimbote;043 - 325457;-9.075674115149198;-78.59634237180929
CLINICA DEL SUR MOQUEGUA;CLINICA_GENERAL;20602167519;MOQUEGUA;Calle Las Gardenias Mz A Lote 1;Moquegua;053-636666;-17.185808605801284;-70.93132402694323
AUNA - CLINICA CAMINO REAL;AMD;20546292658;LA LIBERTAD;Jr. Bolognesi  Nº 565, Trujillo;Trujillo;980710994;-8.113894035664737;-79.02832028900114
AUNA - CLINICA VALLESUR;AMD;20454135432;AREQUIPA;Av. La salle Nº 116 - Cercado - Arequipa;Arequipa;(054)749300;-16.400940631640893;-71.5245923104277
AUNA CLINICA MIRAFLORES;AMD;20102756364;PIURA;Cl. Las Dalias Manzana A, Lote 12, Urb. Miraflores Castilla;Piura;(073) 34-3037;-5.194277167467538;-80.62193980250527
POLICLINICO CARRION (CENTRO MEDICO DANIEL ALCID;AMD;20498299653;AREQUIPA;Cl. Clorinda Matto de Turner 116, Pablo VI;Arequipa;(054) 20-6171;-16.416150296383996;-71.53291966629376
AUNA - SERVIMEDICOS;AMD;20394674371;LAMBAYEQUE;Cl. Manuel Maria Izaga N° 621 Chiclayo;Chiclayo;(074) 22-1945,(074) 22-1585;-6.772935444542376;-79.838438664414
POLICLINICO CARRION (CENTRO MEDICO DANIEL ALCID;AMD;20498299653;AREQUIPA;Cl. Clorinda Matto de Turner 116, Pablo VI;Arequipa;(054) 20-6171;-16.416150296383996;-71.53291966629376
CENTRO DE APOYO AL DX BERMAN;APOYO_DX;20398079125;LA LIBERTAD;JR. DIEGO DE ALMAGRO 607 TRUJILLO;Trujillo;044-245524;-8.111855493928639;-79.0252072113098
RESOCENTRO - RESONANCIA MEDICA;APOYO_DX;20297451023;PIURA;Av. San Roman 549 /553 Urb. EL Chipe- Piura;Piura;(073)324-336;-4.721662375658729;-79.44157482409103
REMASUR;APOYO_DX;20498682601;AREQUIPA;Cl. Leon Velarde 108, Yanahuara;Arequipa;(054) 255-792;-16.384495430416667;-71.53788050807488
REMASUR CUSCO;APOYO_DX;20498682601;CUSCO;Av. Los Incas N° 1408;Cusco;(084) 23-4711;-18.01463727408411;-70.25865239139353
REMASUR TACNA;APOYO_DX;20498682601;TACNA;Prolongación Daniel Alcides Carrión 360 Cercado;Tacna;052-638500;-18.01463727408411;-70.25865239139353
SEDIMED;APOYO_DX;20370957704;AREQUIPA;CALLE PLAZA JUAN MANUEL POLAR Nº 103, Arequipa;Arequipa;(054) 20-0070,(054) 22-9039;-16.40458237437332;-71.54187088717472
MASTER IMAGEN - TOMOGRAFIAS DEL NORTE;APOYO_DX;20445586022;ANCASH;AV. JOSE GALVEZ NRO. 1480;Chimbote;043-32698;-9.063717782071652;-78.58870292898047
TOMONORTE CAJAMARCA;APOYO_DX;20495660347;CAJAMARCA;AV. MARIO URTEAGA Nº 445;Cajamarca;076 - 368629;-7.155770430432624;-78.51309438717475
TOMONORTE TRUJILLO;APOYO_DX;20507781773;LA LIBERTAD;CALLE COLOMBIA N° 109 - URB. EL RECREO;Trujillo;044 - 207111;-8.1160216178147;-79.02910124087384
SERMEDIAL;APOYO_DX;20498418920;AREQUIPA;CALLE FRANCISCO IBAÑEZ NÚMERO 101 PISO 1 URBANIZACIÓN UMACOLLA;Arequipa;54 276338;-16.40280634878829;-71.54586420623892
RESODUNAS;APOYO_DX;20604944768;ICA;URBANIZACION MANZANA A LOTE 6 URBANIZACIÓN;Ica;056-771552;-14.06916176703494;-75.73241052950398
CENTRO DE DIAGNOSTICO DE ALTA ESPECIALIDAD DEL;APOYO_DX;20604858217;PUNO;JIRÓN MARIANO PANDIA NÚMERO 339 URBANIZACIÓN LA RINCONADA;Juliaca;051 603954;-15.500601004950077;-70.1310050249698
FISIOVIDA;MED_FISIOTERAPIA;20454982551;AREQUIPA;Cl. Juan de Dios Salazar N° 172 Urb. La Perla;Arequipa;(054) 286-555;-16.406794359637296;-71.5273681429422
GRUPO FISIO;MED_FISIOTERAPIA;20600977424;AREQUIPA;CALLE LAS LILAS 108 MIRAFLORES;Arequipa;54310799;-16.39286738033748;-71.54338311471746
SAINT LUCIE MEDICAL CENTER;MED_FISIOTERAPIA;20539513681;AREQUIPA;CALLE SANCHEZ TRUJILLO 103 URB. LA PERLA - AREQUIPA;Arequipa;054-233642;-16.40662902853208;-71.52855089085631
FISIOSALUD-CENTRO DE FISIOTERAPIA TACNA E.I.R.L.;MED_FISIOTERAPIA;20608946056;TACNA;AVENIDA 2 de Mayo NÚMERO 427 PISO 1 DEPARTAMENTO 1;Tacna;52281758;-18.01100682288071;-70.25068446994797
OZONED;MED_FISIOTERAPIA;20535020087;ICA;CALLE ALIPIO PONCE NÚMERO 318 URBANIZACIÓN MARILLAC;Pisco;056-534939;-13.707984035352709;-76.20517073130166
SPA ODONTOLOGICO INTERNACIONAL;ODONTOLOGIA;20498181229;AREQUIPA;Pza. Juan Manuel Polar N° 117, Urb. Vallecito Arequipa;Arequipa;(054) 28-4295;-16.39889;-71.535
CENTRO DENTAL SAN JOSE;ODONTOLOGIA;20546690203;AREQUIPA;Av. Abelardo Quiñonez B-5, Umacollo Yanahuara;Arequipa;(054) 25-9669;-16.38639;-71.54
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;AREQUIPA;Cl. Sevilla N° 107, Urb. Los Sauces Cayma;Arequipa;(054) 27-2716;-16.38305;-71.55086
CENTRO DENTAL SAN JOSE;ODONTOLOGIA;20546690203;ANCASH;Jr. Simon Bolivar N° 794, 2do. Piso Huaraz;Huaraz;(043) 424497;-9.52779;-77.52778
CENTRO ODONTOLOGICO ESPECIALIZADO (ORTODENT;ODONTOLOGIA;20496535147;AREQUIPA;Calle Jose Santos Chocano 209 Pumacollo;Arequipa;054-257448;-16.39889;-71.535
CENTRO DENTAL SAN JOSE;ODONTOLOGIA;20546690203;PIURA;Jr. San Martin N° 146, Paita;Paita;(073) 21-2387;-5.084881;-81.115409
CENTRO DENTAL SAN JOSE;ODONTOLOGIA;20546690203;CUSCO;Av. El Sol 346 of 303;Cusco;084-224445;-13.521584;-71.975569
CENTRO DENTAL SAN JOSE;ODONTOLOGIA;20546690203;ICA;CALLE EL PARQUE N° 153 RESIDENCIAL LA ANGOSTURA;Ica;056-258262;-14.05056;-75.75889
CENTRO DENTAL SAN JOSE;ODONTOLOGIA;20546690203;CAJAMARCA;JR: LOS SAUCES 415;Cajamarca;076- 343693;-7.150005;-78.512918
CENTRO ODONTOLOGICO HARTLEY MURILLO E.I.R.L.;ODONTOLOGIA;20455179859;AREQUIPA;Mz A Lote 1 Urb. Valencia H-1;Arequipa;054-254519;-16.39889;-71.535
CENTRO ODONTOLOGICO QUIROZ / CLIDENTIKA;ODONTOLOGIA;20454293003;AREQUIPA;Pasaje Santa Rosa 101 Urb. IV Centenario;Arequipa;;-15.625704;-71.646829
CENTRO MEDICO ODONTOLOGICO AMERICANO S.A.;ODONTOLOGIA;20112280201;CUSCO;Cl. Abraham Valderomar A-17, Urb. Santa Monica, Wanchaq;Cusco;(084) 262020;-13.53128;-71.9512
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;ANCASH;Jr. Jose De San Martin N° 679 Huaraz;Huaraz;(043) 42-1746;-9.52779;-77.52778
CENTRO ODONTOLOGICO SOBRE LA ROCA;ODONTOLOGIA;20455626979;AREQUIPA;AVENIDA EMMEL 116 - A YANAHUARA AVENIDA EMMEL 116 - A YANAHUARA;Arequipa;(054) 270309;-16.38639;-71.54
FUTURE DENT;ODONTOLOGIA;20412084145;AREQUIPA;Cl. Las Orquideas N° 107, Urb. Chavez Cayma;Arequipa;(054) 25-6354;-16.38305;-71.55086
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;JUNIN;AV. REPÚBLICA DE URUGUAY N° 564 - huancayo;Huancayo;064-211004;-12.06513;-75.20486
GROUP QHALI KAY CORNEJO & OJEDA;ODONTOLOGIA;20600046609;AREQUIPA;URBANIZACIÓN LEÓN XIII B-23;Arequipa;(054) 25-9669;-16.39889;-71.535
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;PUNO;Jr. Desustua N° 754 Puno;Puno;(051) 366390;-15.8422;-70.0199
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;PUNO;Jr. Piura N° 482 - Parque Grau Juliaca;Juliaca;(051) 32-5462;-15.498257;-70.132811
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;TACNA;Av. Billinghurts N°358 Cercado, Tacna;Tacna;(052) 413136;-18.01465;-70.25362
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;TUMBES;Cl. Los Andes N° 121;Tumbes;(072) 522771;-3.56694;-80.45153
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;UCAYALI;Jiron Atahualpa N° 139 - Pucallpa Calleria;Pucallpa;(061) 57-3075;-8.378263;-74.534537
HARMONY DENT SAC;ODONTOLOGIA;20455170479;AREQUIPA;AV. HARTLEY D-38 SEGUNDO PISO URB. LA MELGARIANA JOSE LUIS BUSTAMANT;Arequipa;054-255360;-16.428202;-71.520948
CENTRO ODONTOLOGICO INTEGRAL;ODONTOLOGIA;20530804306;ANCASH;Jr. Amadeo Figueroa N° 1116, Soledad Baja, Huaraz;Huaraz;(043) 42-8503;-9.52779;-77.52778
CLINICA DENTAL CASO LAY;ODONTOLOGIA;20479878901;LAMBAYEQUE;Av. Luis Gonzales 839 (2° Y 3° Piso) Chiclayo;Chiclayo;074-239021;-6.77137;-79.84088
CENTRO MEDICO ODONTOLOGICO AMERICANO;ODONTOLOGIA;20112280201;PIURA;Av. Grau N° 1050, Piura;Piura;(073) 30-5820;-5.178155;-80.67892
CLINICA DENTAL ASENCIOS S.A.C;ODONTOLOGIA;20393856867;UCAYALI;Jiron Adolfo Monrey Nº 227;Pucallpa;(061) 57-4762;-8.37915;-74.55387
CLINICA DENTAL IMAGEN;ODONTOLOGIA;20486238322;JUNIN;Calle Real N°716 2do piso;Huancayo;(064) 24-9898;-12.06513;-75.20486
CLINICA DENTAL LIANDENT;ODONTOLOGIA;20487114562;JUNIN;Pasaje Santa Monica Nº 110 Huancayo;Huancayo;(064) 22-6670;-12.06513;-75.20486
CLOTIDENT;ODONTOLOGIA;20484222500;PIURA;AV. SAN MARTIN Nº 232 URB. CLARKE;Piura;073-332239;-5.19449;-80.63282
ODONTOLASER REPRESENTACIONES Y SERVICIOS GENE;ODONTOLOGIA;20481074941;PIURA;AV. PANAMERICANA Nº 219 - URB. SANTA ISABEL MZ. B LOTE Nº 07;Piura;073-322975;-5.182351;-80.655826
DENTAL PREMIUM;ODONTOLOGIA;20486953455;JUNIN;JIRON ALEJANDRO DEUSTUA Nº 755 HUANCAYO;Huancayo;064-254378;-12.06513;-75.20486
CLINICA ODONTOLOGICA CANO - ALVAREZ.;ODONTOLOGIA;20223140506;PIURA;Jr. Arica N° 116, Urb. Barrio Particular Pariñas;Talara;(073) 38-2660;-4.57722;-81.27194
INVERSIONES BECERRIL S.A.C.;ODONTOLOGIA;20559622274;LA LIBERTAD;Calle Los Rubies N° 103 Of.301 Urb. Sta. Ines, Trujillo;Trujillo;(044) 25-5562;-8.11599;-79.02998
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;LA LIBERTAD;CALLE CALLE SANTA URSULA 109 - URB. LA MERCED DISTRITO TRUJILLO PROVINC;Trujillo;(044) 23-1716;-8.11599;-79.02998
ODONTOLASER REPRESENTACIONES Y SERVICIOS GENE;ODONTOLOGIA;20481074941;LA LIBERTAD;Cl. Los Laureles N° 436 - 444, Interior 209 - 210- 211, Urbanizacion California Truji;Trujillo;(044) 28-7038;-8.11599;-79.02998
ORALBET;ODONTOLOGIA;20570647149;CAJAMARCA;Jr. Guillermo Urrelo N° 1474, Cajamarca;Cajamarca;(076) 507411;-7.16378;-78.50027
GRUPO MEDICO EMPRESARIAL;ODONTOLOGIA;20525584926;PIURA;AVENIDA GRAU NÚMERO 112 MANZANA A;Talara;(073) 38-6781;-4.57722;-81.27194
PRODENT;ODONTOLOGIA;20477489096;LA LIBERTAD;AV. MANSICHE 840 SEGUNDO PISO. SANTA INES;Trujillo;044-204154;-8.103689;-79.037144
ODONTOLOGIA INTEGRAL TAPIA CACERES;ODONTOLOGIA;20159183816;PIURA;Urb. Los Vencedores D - 9 Pariñas;Talara;(073) 38-2982;-4.57722;-81.27194
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;LAMBAYEQUE;Av. Jose Balta N° 39;Chiclayo;074-223877;-6.770124;-79.838299
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;AREQUIPA;Cl. Sevilla N° 107, Urb. Los Sauces Cayma;Arequipa;(054) 27-2716;-16.38305;-71.55086
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;ICA;AVENIDA CONDE DE NIEVA NÚMERO 317 URBANIZACIÓN LUREN;Ica;056-216345;-14.06777;-75.72861
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;CUSCO;CALLE ABRAHAM VALDELOMAR A-17 URB. SANTA MONICA DISTRITO WANCHAQ;Cusco;(51) 84-262020;-13.53128;-71.9512
ODAM ODONTOLOGIA;ODONTOLOGIA;10293646738;AREQUIPA;AVENIDA EJERCITO NÚMERO 210 DISTRITO YANAHUARA;Arequipa;054-274884;-16.38639;-71.54
ODAM ODONTOLOGIA;ODONTOLOGIA;10293646738;PUNO;JR. SAN MARTÍN Nº 422 2DO PISO;Juliaca;051-323048;-15.5;-70.13333
CERDENT;ODONTOLOGIA;20296554996;PIURA;AVENIDA AV. VICE M-14 URB. SANTA ANA;Piura;(073) 30-8691;-4.9548;-80.45162
CERDENT;ODONTOLOGIA;20296554996;LORETO;JIRON HUALLAGA N° 200 - 204;Iquitos;965679186;-3.751288;-73.247355
CERDENT;ODONTOLOGIA;20296554996;AREQUIPA;CALLE SAN JOSE 214A, INT C DISTRITO AREQUIPA;Arequipa;(054)204016;-16.39889;-71.535
CERDENT;ODONTOLOGIA;20296554996;ICA;Urb. San Isidro Av Cutervo 130;Ica;(056)216889;-14.071836;-75.727962
CLINICA OFTALMOLOGICA DR.PONGO S.R.L (EX CLINICA;OFTALMOLOGIA;20600231066;PIURA;AVENIDA GRAU 1026;Piura;073-325708;-5.19449;-80.63282
CLINICA OFTALMOLOGICA REGIONAL;OFTALMOLOGIA;20485943014;JUNIN;Cl. Los Alelies 113, 2do piso Huancayo;Huancayo;(064) 201255;-12.06513;-75.20486
OFTALMOLOGOS ASOCIADOS VER SAC;OFTALMOLOGIA;20525904424;PIURA;LOS BRILLANTES MZ X LOTE 17 URB MIRAFLORES;Piura;073-348851;-5.16417;-80.61354
OFTALMOSALUD;OFTALMOLOGIA;20454814178;AREQUIPA;Calle Manuel Ugarteche 522 Urb Selva Alegre;Arequipa;054-287373;-16.39889;-71.535
OFTALMOSUR - INST DE CIENCIAS MEDICAS DEL SUR;OFTALMOLOGIA;20455191557;AREQUIPA;AV. EMMEL N° 105 YANAHUARA;Arequipa;054-272707;-16.38639;-71.54
OFTALMOVISION-CLINICA DE OJOS;OFTALMOLOGIA;20440460837;LA LIBERTAD;Av. America Norte 2120, Urb. Primavera Trujillo;Trujillo;(044) 224444;-8.09792;-79.03369
BUENA VISION NORTE E.I.R.L.;OFTALMOLOGIA;20529897449;PIURA;URBANIZACIÓN MIRAFLORES NÚMERO 2 MANZANA C LOTE 8;Piura;073-619512;-5.19449;-80.63282
